Table 1
NAV calculation date;NAV;Reinvestment factor;"NAV (adjusted if ""distr."")";Dividend;Fund size (class);Fund size (compartment)
12.02.2015;191,90;;191,90;;355,466M;3275121184,02
11.02.2015;191,67;;191,67;;354,287M;3265572553,18
10.02.2015;189,81;;189,81;;350,199M;3225830325,37
09.02.2015;190,70;;190,70;;350,058M;3234915733,13
06.02.2015;190,53;;190,53;;350,259M;3229878155,33
05.02.2015;188,92;;188,92;;346,982M;3196478808,75
04.02.2015;189,20;;189,20;;346,152M;3203368300,37
03.02.2015;188,74;;188,74;;344,512M;3189525922,82
02.02.2015;188,79;;188,79;;344,877M;3186087518,27
30.01.2015;189,78;;189,78;;346,542M;3197380298,94
29.01.2015;188,43;;188,43;;344,719M;3170842706,08
28.01.2015;189,24;;189,24;;345,405M;3181088077,31
27.01.2015;192,45;;192,45;;361,163M;3238254949,26
26.01.2015;191,27;;191,27;;357,496M;3225002715,25
23.01.2015;188,81;;188,81;;353,716M;3177972333,92
22.01.2015;184,12;;184,12;;344,415M;3090738869,21
21.01.2015;183,29;;183,29;;342,098M;3068060582,9
19.01.2015;183,69;;183,69;;342,562M;3070593382,07
16.01.2015;180,89;;180,89;;336,326M;3019445981,74
15.01.2015;179,38;;179,38;;326,124M;2986302159,87
14.01.2015;180,09;;180,09;;327,192M;2993085674,17
13.01.2015;179,36;;179,36;;325,307M;2974136582,71
12.01.2015;179,64;;179,64;;324,435M;2979651998,46
09.01.2015;181,18;;181,18;;327,152M;3000480358,89
08.01.2015;177,97;;177,97;;320,998M;2945100491,24
07.01.2015;174,74;;174,74;;315,017M;2889890356,64
06.01.2015;175,92;;175,92;;316,476M;2906750113,59
05.01.2015;177,62;;177,62;;319,685M;2931645438,28
02.01.2015;177,16;;177,16;;318,857M;2924360427,53
31.12.2014;177,14;;177,14;;318,469M;2918036248,59
30.12.2014;177,91;;177,91;;318,784M;2922290926,86
24.12.2014;176,79;;176,79;;315,714M;2901364805,29
23.12.2014;175,77;;175,77;;314,494M;2875587684,94
22.12.2014;175,25;;175,25;;310,957M;2861333415,02
19.12.2014;174,13;;174,13;;308,974M;2839759068,39
18.12.2014;169,17;;169,17;;300,252M;2747526694,74
17.12.2014;165,31;;165,31;;292,846M;2682207600,72
16.12.2014;166,87;;166,87;;294,965M;2702939634,52
15.12.2014;168,22;;168,22;;296,775M;2723032935,93
12.12.2014;171,44;;171,44;;303,962M;2769527309,66
11.12.2014;170,72;;170,72;;302,171M;2754535084,68
10.12.2014;172,97;;172,97;;305,719M;2771868791,49
09.12.2014;174,47;;174,47;;307,621M;2791268779,17
08.12.2014;175,83;;175,83;;309,662M;2795292964,42
05.12.2014;173,53;;173,53;;304,89M;2756786176,28
04.12.2014;175,57;;175,57;;308,257M;2780428539,49
03.12.2014;173,55;;173,55;;304,662M;2745492597,53
02.12.2014;171,95;;171,95;;296,157M;2711373650,41
01.12.2014;173,54;;173,54;;298,46M;2730367224,12
27.11.2014;173,18;;173,18;;298,488M;2718937715,74
26.11.2014;173,36;;173,36;;298,06M;2716810383,4
25.11.2014;173,63;;173,63;;350,903M;2770103319,82
24.11.2014;173,36;;173,36;;350,323M;2760171007,61
21.11.2014;170,46;;170,46;;345,316M;2709916011,68
20.11.2014;170,14;;170,14;;344,652M;2698059905,52
19.11.2014;170,71;;170,71;;344,767M;2701983576,07
18.11.2014;170,33;;170,33;;344,011M;2687968457,44
17.11.2014;169,77;;169,77;;342,644M;2676721638,79
14.11.2014;170,54;;170,54;;344,121M;2688546252,6
13.11.2014;170,92;;170,92;;344,736M;2690432369,72
12.11.2014;171,32;;171,32;;345,328M;2694357398,35
11.11.2014;171,02;;171,02;;344,13M;2688414546,01
10.11.2014;170,52;;170,52;;341,888M;2678329983,73
07.11.2014;170,35;;170,35;;341,251M;2673049046,51
06.11.2014;168,96;;168,96;;337,96M;2638661179,74
05.11.2014;167,66;;167,66;;335,07M;2613517574,06
04.11.2014;169,54;;169,54;;339,369M;2642827768,36
03.11.2014;169,41;;169,41;;338,94M;2639565144,75
31.10.2014;166,76;;166,76;;333,437M;2597424507,94
30.10.2014;163,65;;163,65;;326,834M;2545308653,37
29.10.2014;164,33;;164,33;;327,38M;2555768674,02
28.10.2014;162,53;;162,53;;322,689M;2525610038,93
27.10.2014;163,34;;163,34;;324,089M;2535765669,79
24.10.2014;162,93;;162,93;;323,215M;2528711319,3
23.10.2014;161,05;;161,05;;319,669M;2496509442,81
22.10.2014;161,19;;161,19;;320,085M;2498830902,89
21.10.2014;157,45;;157,45;;313,384M;2441901394,1
20.10.2014;156,75;;156,75;;312,37M;2429727236,13
17.10.2014;154,45;;154,45;;308,197M;2391102269,75
16.10.2014;154,13;;154,13;;308,136M;2376343346,32
15.10.2014;156,08;;156,08;;311,999M;2408584173,04
14.10.2014;155,25;;155,25;;310,19M;2396202962,65
13.10.2014;157,67;;157,67;;314,51M;2437859403,13
10.10.2014;159,46;;159,46;;316,871M;2463997379,02
09.10.2014;162,20;;162,20;;321,794M;2503900068,01
08.10.2014;161,51;;161,51;;320,117M;2492511671,47
07.10.2014;164,29;;164,29;;324,911M;2533899855,53
06.10.2014;164,83;;164,83;;324,792M;2537026136,25
03.10.2014;161,77;;161,77;;318,505M;2490553818,37
02.10.2014;162,70;;162,70;;315,843M;2498929983,53
01.10.2014;164,19;;164,19;;318,503M;2519697605,06
30.09.2014;164,20;;164,20;;318,581M;2515236942,64
29.09.2014;164,45;;164,45;;318,583M;2508392832,35
26.09.2014;163,18;;163,18;;315,823M;2485507045,35
25.09.2014;164,40;;164,40;;317,997M;2500016743,94
24.09.2014;162,41;;162,41;;313,881M;2468811500,45
23.09.2014;163,68;;163,68;;318,543M;2489467027,57
22.09.2014;165,33;;165,33;;321,715M;2509021324,28
19.09.2014;165,14;;165,14;;318,558M;2497641825,52
18.09.2014;164,15;;164,15;;318,224M;2484177573,08
17.09.2014;163,97;;163,97;;317,509M;2479813106,02
16.09.2014;163,47;;163,47;;316,546M;2469551330,59
15.09.2014;164,53;;164,53;;318,594M;2484159757,57
12.09.2014;165,37;;165,37;;320,139M;2495384415,82
11.09.2014;165,42;;165,42;;320,456M;2496699539,13
10.09.2014;165,20;;165,20;;324,449M;2496987700,39
09.09.2014;166,24;;166,24;;326,242M;2511527300,22
08.09.2014;166,29;;166,29;;325,967M;2509625257,24
05.09.2014;166,01;;166,01;;325,533M;2506311396,54
04.09.2014;164,29;;164,29;;322,069M;2478731036,71
03.09.2014;164,20;;164,20;;321,904M;2473586276,97
01.09.2014;163,10;;163,10;;319,913M;2458809315,08
29.08.2014;162,37;;162,37;;318,968M;2446470324,12
28.08.2014;162,66;;162,66;;319,711M;2450959373,16
27.08.2014;162,57;;162,57;;319,351M;2450825390,15
26.08.2014;162,09;;162,09;;317,201M;2441352361,9
25.08.2014;161,13;;161,13;;319,756M;2431040410,93
22.08.2014;160,83;;160,83;;319,049M;2426428969,77
21.08.2014;160,53;;160,53;;318,497M;2422573254,66
20.08.2014;160,21;;160,21;;317,736M;2417175969,28
19.08.2014;158,83;;158,83;;314,744M;2395735424,04
18.08.2014;157,03;;157,03;;311,139M;2368103384,37
14.08.2014;156,06;;156,06;;309,249M;2355103417,7
13.08.2014;155,43;;155,43;;309,284M;2348289753,66
12.08.2014;155,39;;155,39;;308,898M;2350039614,65
11.08.2014;153,87;;153,87;;306,242M;2327271105,7
08.08.2014;153,45;;153,45;;305,151M;2320437637
07.08.2014;154,28;;154,28;;306,697M;2330134456,55
06.08.2014;154,61;;154,61;;307,242M;2334005871,86
05.08.2014;154,54;;154,54;;306,864M;2333123674,55
04.08.2014;154,00;;154,00;;306,164M;2326461626,85
01.08.2014;154,96;;154,96;;308,007M;2338634065,29
31.07.2014;157,51;;157,51;;313,034M;2376284725,88
30.07.2014;157,44;;157,44;;312,955M;2373459990,5
29.07.2014;157,47;;157,47;;312,921M;2376320204,52
28.07.2014;157,79;;157,79;;313,568M;2382203434,77
25.07.2014;158,48;;158,48;;316,214M;2394688691,37
24.07.2014;158,25;;158,25;;315,853M;2393233404,54
23.07.2014;157,88;;157,88;;315,048M;2386406562,13
22.07.2014;156,47;;156,47;;311,511M;2362811438,95
21.07.2014;156,86;;156,86;;312,241M;2371139494,14
18.07.2014;155,47;;155,47;;309,702M;2351540402,03
17.07.2014;156,91;;156,91;;312,846M;2372925657,99
16.07.2014;156,16;;156,16;;311,517M;2360218007,18
15.07.2014;156,43;;156,43;;311,433M;2364059528,37
14.07.2014;155,69;;155,69;;309,976M;2357457992,62
11.07.2014;155,56;;155,56;;309,762M;2358529660,59
10.07.2014;156,26;;156,26;;315,119M;2373912514,86
09.07.2014;155,97;;155,97;;324,243M;2383867127,99
08.07.2014;157,90;;157,90;;328,653M;2413393258,02
04.07.2014;159,33;;159,33;;331,845M;2433106126,02
03.07.2014;157,70;;157,70;;328,471M;2407514983,87
02.07.2014;157,92;;157,92;;329,121M;2410981292,38
01.07.2014;156,46;;156,46;;329,515M;2392017634,65
30.06.2014;156,47;;156,47;;329,472M;2389900883,79
27.06.2014;156,39;;156,39;;329,258M;2387849067,46
26.06.2014;156,23;;156,23;;328,894M;2385182084,63
25.06.2014;156,01;;156,01;;328,176M;2383186671,62
24.06.2014;156,17;;156,17;;328,823M;2384507695,22
20.06.2014;155,95;;155,95;;329,08M;2381329368
19.06.2014;155,59;;155,59;;329,301M;2375183373,87
18.06.2014;155,38;;155,38;;328,831M;2380450551,03
17.06.2014;154,88;;154,88;;328,862M;2374585261,1
16.06.2014;154,99;;154,99;;330,085M;2378120893
13.06.2014;154,78;;154,78;;329,596M;2375255495,63
12.06.2014;155,84;;155,84;;332,429M;2391804298,9
11.06.2014;156,10;;156,10;;333,438M;2403383696,72
10.06.2014;155,77;;155,77;;331,903M;2403047645,24
06.06.2014;153,77;;153,77;;327,425M;2373130101,6
05.06.2014;153,13;;153,13;;325,95M;2365556011,17
04.06.2014;152,83;;152,83;;325,293M;2359922674,56
03.06.2014;153,19;;153,19;;326,192M;2365446150,37
02.06.2014;153,11;;153,11;;325,458M;2362302044,53
30.05.2014;153,19;;153,19;;325,444M;2366684889,91
28.05.2014;152,90;;152,90;;325,26M;2361210895,65
26.05.2014;151,78;;151,78;;320,703M;2339472097,25
23.05.2014;151,05;;151,05;;319,199M;2328433323,85
22.05.2014;149,83;;149,83;;316,639M;2309780259,2
21.05.2014;148,64;;148,64;;314,1M;2291079558,39
20.05.2014;149,68;;149,68;;316,883M;2309475711,72
19.05.2014;148,66;;148,66;;314,905M;2294670949,16
16.05.2014;148,58;;148,58;;314,764M;2293919512,95
15.05.2014;150,28;;150,28;;318,377M;2314986784,25
14.05.2014;150,11;;150,11;;318,677M;2321730765,27
13.05.2014;149,78;;149,78;;319,58M;2317895816,52
12.05.2014;147,61;;147,61;;314,858M;2285160692,66
09.05.2014;146,83;;146,83;;313,165M;2273928938,21
08.05.2014;146,08;;146,08;;311,655M;2260692877,43
07.05.2014;146,59;;146,59;;312,465M;2267843428,1
06.05.2014;147,87;;147,87;;315,232M;2287071171,48
05.05.2014;148,20;;148,20;;315,678M;2290396153,36
01.05.2014;147,69;;147,69;;314,468M;2282527464,89
30.04.2014;147,56;;147,56;;313,973M;2278712673,16
29.04.2014;146,43;;146,43;;311,468M;2258725486,54
28.04.2014;146,75;;146,75;;312,254M;2261920558,08
25.04.2014;148,79;;148,79;;319,996M;2294102703,9
24.04.2014;148,98;;148,98;;320,114M;2293523368,33
23.04.2014;149,62;;149,62;;321,075M;2299337526,69
22.04.2014;148,31;;148,31;;318,264M;2279130938,07
17.04.2014;146,80;;146,80;;314,853M;2252149487,49
16.04.2014;145,01;;145,01;;310,989M;2224710206,69
15.04.2014;145,10;;145,10;;311,385M;2220162045,42
14.04.2014;144,65;;144,65;;310,167M;2209680924,51
11.04.2014;146,07;;146,07;;313,067M;2227539640,83
10.04.2014;149,28;;149,28;;319,446M;2273132762,91
09.04.2014;147,83;;147,83;;315,823M;2246140370,61
08.04.2014;147,64;;147,64;;314,75M;2241169362,86
07.04.2014;149,74;;149,74;;318,872M;2272217193,29
04.04.2014;151,86;;151,86;;323,468M;2304640043,16
03.04.2014;152,55;;152,55;;325,127M;2298222165,16
02.04.2014;152,21;;152,21;;333,914M;2305192734,96
01.04.2014;150,79;;150,79;;338,627M;2291646571,9
31.03.2014;149,20;;149,20;;334,477M;2255497971,51
28.03.2014;149,18;;149,18;;333,31M;2252953501,5
27.03.2014;148,82;;148,82;;332,18M;2245848752,46
26.03.2014;149,48;;149,48;;333,495M;2250405482,12
25.03.2014;148,81;;148,81;;331,836M;2237885491,65
24.03.2014;150,93;;150,93;;336,499M;2262530087,38
21.03.2014;152,05;;152,05;;338,88M;2273707868,51
20.03.2014;152,45;;152,45;;339,642M;2272536311,53
19.03.2014;152,02;;152,02;;336,085M;2259975575,11
18.03.2014;150,92;;150,92;;333,103M;2236535868,07
17.03.2014;149,81;;149,81;;330,288M;2214137713,05
14.03.2014;150,16;;150,16;;331,171M;2208571836,41
13.03.2014;151,66;;151,66;;334,712M;2221349294,12
12.03.2014;152,77;;152,77;;337,037M;2230490353,79
11.03.2014;153,94;;153,94;;339,097M;2238234039,94
10.03.2014;154,18;;154,18;;339,336M;2229412903,02
07.03.2014;154,86;;154,86;;340,751M;2233469018,97
06.03.2014;156,26;;156,26;;343,029M;2247683285,54
05.03.2014;156,41;;156,41;;343,753M;2246052300,58
04.03.2014;153,45;;153,45;;336,254M;2198266260,93
03.03.2014;154,75;;154,75;;339,11M;2213425613,16
28.02.2014;155,28;;155,28;;339,691M;2218070671,56
27.02.2014;155,62;;155,62;;340,499M;2214985848,28
26.02.2014;154,49;;154,49;;336,496M;2193833183,86
25.02.2014;154,15;;154,15;;329,04M;2173800472,44
24.02.2014;153,16;;153,16;;326,673M;2154437324,79
21.02.2014;153,32;;153,32;;327,179M;2151150628,85
20.02.2014;152,09;;152,09;;324,389M;2128280636,78
19.02.2014;152,17;;152,17;;323,556M;2113055583,85
18.02.2014;151,37;;151,37;;321,855M;2101862166,6
17.02.2014;151,41;;151,41;;321,323M;2096473362,56
14.02.2014;151,07;;151,07;;307,954M;2068172649,33
13.02.2014;150,34;;150,34;;305,976M;2030807901,57
12.02.2014;150,29;;150,29;;293,008M;2012950201,47
11.02.2014;148,45;;148,45;;275,415M;1968452291,18
10.02.2014;148,26;;148,26;;274,332M;1960559371,05
07.02.2014;147,00;;147,00;;271,29M;1939792631,04
06.02.2014;145,56;;145,56;;226,21M;1868975455,21
05.02.2014;145,91;;145,91;;226,5M;1869586747,96
04.02.2014;144,96;;144,96;;224,274M;1850509157,76
03.02.2014;148,45;;148,45;;229,716M;1889583100,21
31.01.2014;148,73;;148,73;;229,926M;1883788752,25
30.01.2014;146,72;;146,72;;226,01M;1853037717,8
29.01.2014;147,64;;147,64;;210,726M;1843927014,17
28.01.2014;146,01;;146,01;;191,203M;1796444141,83
27.01.2014;146,89;;146,89;;191,915M;1801164844,38
24.01.2014;150,56;;150,56;;195,114M;1836182563,74
23.01.2014;152,32;;152,32;;198,064M;1851988040,36
22.01.2014;153,10;;153,10;;198,327M;1848367404,92
21.01.2014;152,34;;152,34;;197,343M;1839213044,9
20.01.2014;152,17;;152,17;;197,044M;1829785030,06
17.01.2014;151,97;;151,97;;196,893M;1818914303,13
16.01.2014;151,49;;151,49;;196,206M;1808260274,57
15.01.2014;150,95;;150,95;;195,377M;1797297187,85
14.01.2014;148,59;;148,59;;192,099M;1758287034,96
13.01.2014;150,33;;150,33;;194,353M;1774729589,72
10.01.2014;149,58;;149,58;;193,136M;1759549416,46
09.01.2014;149,45;;149,45;;192,913M;1754032052,52
08.01.2014;149,49;;149,49;;192,46M;1752831287,55
07.01.2014;147,99;;147,99;;190,549M;1732943122,57
06.01.2014;148,89;;148,89;;191,43M;1740307174,03
03.01.2014;148,47;;148,47;;190,871M;1732369882,74
02.01.2014;148,55;;148,55;;190,974M;1733522274,22
31.12.2013;147,96;;147,96;;190,79M;1726412082,32
30.12.2013;147,58;;147,58;;189,065M;1713306750,66
27.12.2013;146,98;;146,98;;188,296M;1706410335,57
24.12.2013;147,37;;147,37;;188,381M;1699828228,58
23.12.2013;146,45;;146,45;;187,169M;1683077266,9
20.12.2013;145,50;;145,50;;185,654M;1663897768,36
19.12.2013;145,06;;145,06;;185,275M;1655397904,91
18.12.2013;142,71;;142,71;;182,194M;1626239073,09
17.12.2013;142,59;;142,59;;182,003M;1621807486,14
16.12.2013;141,34;;141,34;;180,395M;1603945016,56
13.12.2013;141,77;;141,77;;180,79M;1602616549,85
12.12.2013;141,74;;141,74;;179,887M;1598461581,01
11.12.2013;143,47;;143,47;;184,216M;1617727716,19
10.12.2013;144,01;;144,01;;184,791M;1619794908,58
09.12.2013;144,12;;144,12;;185,17M;1618486745,55
06.12.2013;143,35;;143,35;;184,038M;1612567389,79
05.12.2013;144,04;;144,04;;184,859M;1613586363,1
04.12.2013;144,33;;144,33;;185,085M;1613902090,29
03.12.2013;145,78;;145,78;;186,411M;1623127866,28
02.12.2013;146,43;;146,43;;186,328M;1617877363,9
29.11.2013;145,82;;145,82;;185,552M;1611359491,84
28.11.2013;145,70;;145,70;;184,837M;1605716063,77
27.11.2013;145,06;;145,06;;183,628M;1600829364,68
26.11.2013;145,04;;145,04;;183,489M;1596123528,08
25.11.2013;145,30;;145,30;;183,795M;1594994181,13
22.11.2013;144,30;;144,30;;182,41M;1580511191,4
21.11.2013;144,28;;144,28;;185,98M;1579255429,13
20.11.2013;143,90;;143,90;;184,989M;1569940004,12
19.11.2013;144,74;;144,74;;185,822M;1575535615,43
18.11.2013;144,95;;144,95;;185,946M;1573763489,32
15.11.2013;144,69;;144,69;;185,843M;1568754550,47
14.11.2013;143,81;;143,81;;185,085M;1555728781,9
13.11.2013;143,29;;143,29;;184,304M;1547225693,77
12.11.2013;143,74;;143,74;;189,56M;1553995711,04
11.11.2013;143,19;;143,19;;188,589M;1544925662,44
08.11.2013;142,01;;142,01;;186,931M;1528059571,43
07.11.2013;142,71;;142,71;;187,704M;1529184623,37
06.11.2013;143,13;;143,13;;187,678M;1529811526,99
05.11.2013;143,95;;143,95;;188,25M;1535059593,45
04.11.2013;143,43;;143,43;;187,57M;1529486047,5
01.11.2013;143,11;;143,11;;186,954M;1521889759,46
31.10.2013;142,18;;142,18;;185,023M;1507551204,34
30.10.2013;142,31;;142,31;;184,712M;1501608808,56
29.10.2013;141,96;;141,96;;183,646M;1493303924,73
28.10.2013;141,92;;141,92;;183,128M;1491030142,32
25.10.2013;141,99;;141,99;;183,036M;1495754185,16
24.10.2013;141,72;;141,72;;183,828M;1481020921,65
23.10.2013;142,47;;142,47;;184,469M;1482666283,85
22.10.2013;142,64;;142,64;;183,422M;1479309590,78
21.10.2013;142,56;;142,56;;183,208M;1474951895,86
18.10.2013;141,51;;141,51;;181,678M;1459303418,36
17.10.2013;141,20;;141,20;;181,208M;1451085391,15
16.10.2013;140,62;;140,62;;180,294M;1447764398,31
15.10.2013;141,40;;141,40;;180,768M;1447765969,62
14.10.2013;140,64;;140,64;;179,304M;1435552100,83
11.10.2013;139,94;;139,94;;178,215M;1425509841,44
10.10.2013;137,83;;137,83;;175,482M;1399056089,53
09.10.2013;138,78;;138,78;;176,56M;1405958917,82
08.10.2013;140,32;;140,32;;178,42M;1419277855,39
07.10.2013;141,37;;141,37;;179,621M;1425710736,05
04.10.2013;140,66;;140,66;;177,268M;1414205017,72
03.10.2013;141,46;;141,46;;178,532M;1420818446,87
02.10.2013;142,27;;142,27;;179,488M;1422546540,21
01.10.2013;140,86;;140,86;;177,375M;1408699820,96
30.09.2013;141,70;;141,70;;178,294M;1413695278,67
27.09.2013;141,76;;141,76;;178,174M;1406823782,61
26.09.2013;141,17;;141,17;;176,505M;1397090960,48
25.09.2013;141,17;;141,17;;176,827M;1393002199,08
24.09.2013;141,14;;141,14;;176,182M;1389031604,28
23.09.2013;141,60;;141,60;;176,681M;1375096804,95
20.09.2013;142,27;;142,27;;170,699M;1374051186,45
19.09.2013;141,83;;141,83;;170,127M;1368024076,84
18.09.2013;142,04;;142,04;;170,336M;1368097749,77
17.09.2013;141,57;;141,57;;169,65M;1361934874,64
16.09.2013;141,03;;141,03;;168,784M;1356157897,83
13.09.2013;141,04;;141,04;;172,013M;1353146109,64
12.09.2013;141,34;;141,34;;172,36M;1354651658,38
11.09.2013;141,52;;141,52;;172,429M;1360791821,75
10.09.2013;140,47;;140,47;;171,077M;1352217628,31
09.09.2013;139,48;;139,48;;169,847M;1342284256,83
06.09.2013;139,59;;139,59;;169,961M;1342004275,12
05.09.2013;137,96;;137,96;;174,326M;1325203801,29
04.09.2013;137,16;;137,16;;172,894M;1316392133,2
03.09.2013;136,40;;136,40;;171,936M;1309210304,44
02.09.2013;135,48;;135,48;;170,661M;1300131168,71
30.08.2013;135,97;;135,97;;171,985M;1306600514,12
29.08.2013;134,80;;134,80;;170,42M;1295274471,55
28.08.2013;133,63;;133,63;;168,8M;1283827681,51
27.08.2013;136,52;;136,52;;172,668M;1311061465,93
26.08.2013;136,33;;136,33;;172,337M;1308794561,29
23.08.2013;135,94;;135,94;;172,258M;1303855762,89
22.08.2013;135,02;;135,02;;171,007M;1294958490,99
21.08.2013;134,52;;134,52;;169,133M;1286569470,28
20.08.2013;134,20;;134,20;;168,75M;1282385171,49
19.08.2013;135,68;;135,68;;170,718M;1294990809,56
16.08.2013;135,89;;135,89;;170,987M;1293406541,95
14.08.2013;138,65;;138,65;;173,58M;1317341455,94
13.08.2013;138,06;;138,06;;172,737M;1308899492,94
12.08.2013;138,08;;138,08;;172,701M;1307235978,36
09.08.2013;137,12;;137,12;;171,078M;1295348164,91
08.08.2013;136,60;;136,60;;170,24M;1287865790,28
07.08.2013;137,67;;137,67;;171,296M;1294813722,43
06.08.2013;138,87;;138,87;;172,564M;1303827973,07
05.08.2013;138,94;;138,94;;172,531M;1301367913,66
02.08.2013;139,16;;139,16;;172,639M;1302792436,08
01.08.2013;137,43;;137,43;;169,947M;1284703527,84
31.07.2013;136,94;;136,94;;169,267M;1278157536,23
30.07.2013;136,98;;136,98;;169,939M;1278293074,83
29.07.2013;137,28;;137,28;;170,28M;1279741879,3
26.07.2013;137,69;;137,69;;169,949M;1281427723,09
25.07.2013;137,91;;137,91;;170,117M;1281669585,12
24.07.2013;137,88;;137,88;;168,773M;1277769727,34
23.07.2013;138,80;;138,80;;152,389M;1266314758,32
22.07.2013;138,51;;138,51;;141,019M;1251431959,05
19.07.2013;138,91;;138,91;;141,337M;1252656472,65
18.07.2013;138,39;;138,39;;139,799M;1244998211,07
17.07.2013;137,50;;137,50;;138,47M;1234751688,22
16.07.2013;138,82;;138,82;;139,575M;1244478205,3
15.07.2013;138,77;;138,77;;139,178M;1242319010,74
12.07.2013;138,13;;138,13;;138,277M;1231000588,46
11.07.2013;136,52;;136,52;;136,364M;1214167882,48
10.07.2013;137,90;;137,90;;136,392M;1209801009,21
09.07.2013;136,32;;136,32;;134,614M;1193064154,88
08.07.2013;135,70;;135,70;;133,514M;1188619513,57
05.07.2013;135,21;;135,21;;133,032M;1184313857,12
04.07.2013;133,48;;133,48;;131,081M;1166778562,44
03.07.2013;134,09;;134,09;;131,185M;1170300279,73
02.07.2013;133,89;;133,89;;130,605M;1167201742,42
01.07.2013;132,24;;132,24;;128,271M;1151627991,03
28.06.2013;132,31;;132,31;;128,178M;1151110285,24
27.06.2013;131,12;;131,12;;127,128M;1141801544,13
26.06.2013;129,21;;129,21;;125,075M;1124984996,42
25.06.2013;127,26;;127,26;;122,682M;1107336391,01
24.06.2013;128,86;;128,86;;124,195M;1120670030,33
21.06.2013;128,45;;128,45;;123,778M;1116778216,55
20.06.2013;131,88;;131,88;;127,145M;1143043110,17
19.06.2013;132,45;;132,45;;127,719M;1147208922,5
18.06.2013;131,55;;131,55;;126,814M;1137698063,58
17.06.2013;131,40;;131,40;;126,687M;1136511315,3
14.06.2013;131,49;;131,49;;126,521M;1135325708,28
13.06.2013;130,20;;130,20;;125,304M;1122782999,99
12.06.2013;131,97;;131,97;;128,392M;1136032363,99
11.06.2013;133,05;;133,05;;128,747M;1142131464,15
10.06.2013;133,63;;133,63;;129,121M;1146494179,35
07.06.2013;132,27;;132,27;;128,147M;1133566494,35
06.06.2013;132,62;;132,62;;128,375M;1136700357,73
05.06.2013;135,05;;135,05;;130,364M;1154090648,5
04.06.2013;135,82;;135,82;;131,081M;1155942395,88
03.06.2013;136,43;;136,43;;131,598M;1157285516,39
